id|text|experiencer|emotion|cause|selected
8239C|I felt ... when I passed my driving test after the forth attempt.|WRITER|joy|I passed my driving test|True
8239D|I felt ... when I passed my driving test after the forth attempt.|WRITER|joy|I passed my driving test after the forth attempt|True
7922A|I felt ... when I managed to lock myself out of my car whilst my keys were inside the car and the engine was running!|WRITER|fear|I managed to lock myself out of my car whilst my keys were inside|True
7922C|I felt ... when I managed to lock myself out of my car whilst my keys were inside the car and the engine was running!|WRITER|fear|I managed to lock myself out of my car|True
7922D|I felt ... when I managed to lock myself out of my car whilst my keys were inside the car and the engine was running!|WRITER|anger|I managed to lock myself out of my car|True
7900A|I felt ... because I forgot to do something that I promised I would do for someone.|someone|surprise|I forgot to do something that I promised I would do for someone|True
7900B|I felt ... because I forgot to do something that I promised I would do for someone.|someone|anger|I forgot to do something that|True
7900C|I felt ... because I forgot to do something that I promised I would do for someone.|someone|sadness|I forgot to do something that I promised I would do for someone.|True
7900D|I felt ... because I forgot to do something that I promised I would do for someone.|someone|anger|I forgot to do something that I promised I would do for someone|True
8442A|I felt ... when I managed to complete a cryptic crossword.|WRITER|joy|I managed to complete a cryptic crossword|True
8442B|I felt ... when I managed to complete a cryptic crossword.|WRITER|joy|I managed to complete a cryptic crossword|True
8442C|I felt ... when I managed to complete a cryptic crossword.|WRITER|joy|I managed to complete a cryptic crossword.|True
8442D|I felt ... when I managed to complete a cryptic crossword.|WRITER|joy|I managed to complete a cryptic crossword|True
7609A|I felt ... when my friend's eye was watering after an injection into it and I could do nothing to help.|WRITER|sadness|I could do nothing to help|True
7609B|I felt ... when my friend's eye was watering after an injection into it and I could do nothing to help.|WRITER|fear|my friend's eye was watering after an injection|True
7609C|I felt ... when my friend's eye was watering after an injection into it and I could do nothing to help.|my friend|fear|my friend's eye was watering after an injection into it and I could do nothing to help.|True
7609D|I felt ... when my friend's eye was watering after an injection into it and I could do nothing to help.|my friend|sadness|my friend's eye was watering after an injection into it and I could do nothing to help|True
7620A|I felt ... when I forgot to do an errand that I promised I would do for a friend.|a friend|sadness|I forgot to do an errand that I promised I would do for a friend|True
7620B|I felt ... when I forgot to do an errand that I promised I would do for a friend.|a friend|anger|I forgot to do an errand that I promised I would do for a friend|True
7620D|I felt ... when I forgot to do an errand that I promised I would do for a friend.|a friend|anger|I forgot to do an errand that I promised I would do for a friend|True
7518A|I felt ... when I shouted at my children with a lost temper which was uncalled for. Of course I apologised, but I carried the ... of it.|my children|fear|I shouted at my children with a lost temper|True
7518D|I felt ... when I shouted at my children with a lost temper which was uncalled for. Of course I apologised, but I carried the ... of it.|my children|fear|I shouted at my children with a lost temper|True
8401A|I felt ... because my country is treating EU citizens terribly.|EU citizens|sadness|my country is treating EU citizens terribly|True
8401A|I felt ... because my country is treating EU citizens terribly.|WRITER|sadness|my country is treating EU citizens terribly|True
8401C|I felt ... because my country is treating EU citizens terribly.|WRITER|anger|my country is treating EU citizens terribly.|True
8401C|I felt ... because my country is treating EU citizens terribly.|EU citizens|anger|my country is treating EU citizens terribly.|True
8401D|I felt ... because my country is treating EU citizens terribly.|WRITER|anger|my country is treating EU citizens terribly|True
8433A|I felt ... because my son finished the essay on time for his Master's degree;  this was a real achievement.|my son|joy|my son finished the essay on time for his Master's degree|True
8433A|I felt ... because my son finished the essay on time for his Master's degree;  this was a real achievement.|WRITER|joy|my son finished the essay on time for his Master's degree|True
8433B|I felt ... because my son finished the essay on time for his Master's degree;  this was a real achievement.|my son|joy|my son finished the essay on time|True
8433B|I felt ... because my son finished the essay on time for his Master's degree;  this was a real achievement.|WRITER|joy|my son finished the essay on time|True
8433C|I felt ... because my son finished the essay on time for his Master's degree;  this was a real achievement.|WRITER|joy|my son finished the essay|True
8433C|I felt ... because my son finished the essay on time for his Master's degree;  this was a real achievement.|my son|joy|my son finished the essay|True
8433D|I felt ... because my son finished the essay on time for his Master's degree;  this was a real achievement.|my son|joy|my son finished the essay on time for his Master's degree|True
8433D|I felt ... because my son finished the essay on time for his Master's degree;  this was a real achievement.|WRITER|joy|my son finished the essay on time for his Master's degree|True
8248A|I felt ... when I was on holiday and saw the sea for the first time.|WRITER|joy|I was on holiday and saw the sea for the first time|True
8248B|I felt ... when I was on holiday and saw the sea for the first time.|WRITER|joy|I was on holiday and saw the sea for the first time|True
8248C|I felt ... when I was on holiday and saw the sea for the first time.|WRITER|joy|I was on holiday and saw the sea for the first time.|True
8248D|I felt ... when I was on holiday and saw the sea for the first time.|WRITER|joy|I was on holiday and saw the sea for the first time|True
8377A|I felt ... reading about the suffering of slaves in the middle passage when I read about it at university.|slaves|sadness|the suffering of slaves in the middle passage|True
8377A|I felt ... reading about the suffering of slaves in the middle passage when I read about it at university.|WRITER|sadness|the suffering of slaves in the middle passage|True
8377B|I felt ... reading about the suffering of slaves in the middle passage when I read about it at university.|WRITER|sadness|reading about the suffering of slaves|True
8377C|I felt ... reading about the suffering of slaves in the middle passage when I read about it at university.|WRITER|sadness|reading about the suffering of slaves|True
8377C|I felt ... reading about the suffering of slaves in the middle passage when I read about it at university.|slaves|anger|the suffering of slaves|True
8237A|I felt...when I saw a man shouting and swearing at his children.|a man|anger|a man shouting and swearing at his children|True
8237A|I felt...when I saw a man shouting and swearing at his children.|his children|sadness|a man shouting and swearing at his children|True
8237A|I felt...when I saw a man shouting and swearing at his children.|WRITER|sadness|a man shouting and swearing at his children|True
8237B|I felt...when I saw a man shouting and swearing at his children.|his children|fear|I saw a man shouting and swearing at his children|True
8237B|I felt...when I saw a man shouting and swearing at his children.|WRITER|anger|I saw a man shouting and swearing at his children|True
8237C|I felt...when I saw a man shouting and swearing at his children.|a man|anger|I saw a man shouting and swearing at his children.|True
8237C|I felt...when I saw a man shouting and swearing at his children.|WRITER|sadness|I saw a man shouting and swearing at his children.|True
8237D|I felt...when I saw a man shouting and swearing at his children.|his children|fear|I saw a man shouting and swearing at his children|True
8237D|I felt...when I saw a man shouting and swearing at his children.|WRITER|anger|I saw a man shouting and swearing at his children|True
8237D|I felt...when I saw a man shouting and swearing at his children.|a man|anger|I saw a man shouting and swearing at his children|True
7597A|I felt ... when I won several hundred pounds on the lottery.|WRITER|surprise|I won several hundred pounds|True
7597B|I felt ... when I won several hundred pounds on the lottery.|I|joy|I won several hundred pounds on the lottery|True
7597C|I felt ... when I won several hundred pounds on the lottery.|WRITER|surprise|I won several hundred pounds on the lottery.|True
7597D|I felt ... when I won several hundred pounds on the lottery.|WRITER|joy|I won several hundred pounds on the lottery|True
7978A|I felt...while hanging onto the side rope of a raft in a white water rapid with a rock coming up very quickly with my name on it.|WRITER|fear|hanging onto the side rope of a raft in a white water rapid with a rock coming up|True
7978B|I felt...while hanging onto the side rope of a raft in a white water rapid with a rock coming up very quickly with my name on it.|WRITER|fear|while hanging onto the side rope of a raft in a white water rapid with a rock coming up very quickly|True
7978C|I felt...while hanging onto the side rope of a raft in a white water rapid with a rock coming up very quickly with my name on it.|WRITER|fear|hanging onto the side rope of a raft|True
7978D|I felt...while hanging onto the side rope of a raft in a white water rapid with a rock coming up very quickly with my name on it.|WRITER|fear|hanging onto the side rope of a raft in a white water rapid with a rock coming up very quickly|True
7716A|I felt ... when my mother-in-law passed away.|WRITER|sadness|my mother-in-law passed away|True
7716B|I felt ... when my mother-in-law passed away.|WRITER|sadness|my mother-in-law passed away|True
7716C|I felt ... when my mother-in-law passed away.|WRITER|sadness|my mother-in-law passed away.|True
7716D|I felt ... when my mother-in-law passed away.|WRITER|sadness|my mother-in-law passed away|True
8319A|I felt...because I made a mistake and ended up losing quite a lot of money on a business deal that I should have known wasn't a good way of investing.|WRITER|sadness|I made a mistake and ended up losing quite a lot of money|True
8319B|I felt...because I made a mistake and ended up losing quite a lot of money on a business deal that I should have known wasn't a good way of investing.|WRITER|anger|I made a mistake and ended up losing quite a lot of money|True
8319C|I felt...because I made a mistake and ended up losing quite a lot of money on a business deal that I should have known wasn't a good way of investing.|WRITER|anger|I made a mistake and ended up losing quite a lot of money|True
8319D|I felt...because I made a mistake and ended up losing quite a lot of money on a business deal that I should have known wasn't a good way of investing.|WRITER|anger|I made a mistake and ended up losing quite a lot of money on a business deal that I should have known wasn't a good way of investing|True
8208A|I felt...when there was something wrong with the car and I had to drive it to the garage and hope it made it there.  Now I'm waiting for the call to tell me the diagnosis and cost.|WRITER|anger|there was something wrong with the car|True
8208B|I felt...when there was something wrong with the car and I had to drive it to the garage and hope it made it there.  Now I'm waiting for the call to tell me the diagnosis and cost.|WRITER|fear|there was something wrong with the car and I had to drive it to the garage and hope it made it there|True
8208D|I felt...when there was something wrong with the car and I had to drive it to the garage and hope it made it there.  Now I'm waiting for the call to tell me the diagnosis and cost.|WRITER|fear|there was something wrong with the car and I had to drive it to the garage and hope it made it there|True
7813A|I felt ... when I had to clean up after people.|WRITER|anger|I had to clean up after people|True
7813B|I felt ... when I had to clean up after people.|WRITER|disgust|I had to clean up after people|True
7813C|I felt ... when I had to clean up after people.|WRITER|anger|I had to clean up after people.|True
7813D|I felt ... when I had to clean up after people.|WRITER|anger|I had to clean up after people|True
8053A|I felt ... when I received an amazon voucher for a Christmas present - not only was it larger than I had reason to expect, but I now have enough in my gift card balance to buy a fitness tracker.|WRITER|joy|I received an amazon voucher|True
8053B|I felt ... when I received an amazon voucher for a Christmas present - not only was it larger than I had reason to expect, but I now have enough in my gift card balance to buy a fitness tracker.|WRITER|joy|I received an amazon voucher for a Christmas present|True
8053C|I felt ... when I received an amazon voucher for a Christmas present - not only was it larger than I had reason to expect, but I now have enough in my gift card balance to buy a fitness tracker.|WRITER|joy|I received an amazon voucher for a Christmas present|True
8053D|I felt ... when I received an amazon voucher for a Christmas present - not only was it larger than I had reason to expect, but I now have enough in my gift card balance to buy a fitness tracker.|WRITER|joy|I received an amazon voucher for a Christmas present|True
7606A|I felt ... when I was awarded a grant and a friend, who is worse off than me, was refused.|a friend|sadness|a friend, who is worse off than me, was refused|True
7606A|I felt ... when I was awarded a grant and a friend, who is worse off than me, was refused.|WRITER|sadness|a friend, who is worse off than me, was refused|True
7606C|I felt ... when I was awarded a grant and a friend, who is worse off than me, was refused.|a friend|sadness|I was awarded a grant|True
7606D|I felt ... when I was awarded a grant and a friend, who is worse off than me, was refused.|a friend|sadness|I was awarded a grant and a friend, who is worse off than me, was refused|True
7606D|I felt ... when I was awarded a grant and a friend, who is worse off than me, was refused.|WRITER|sadness|I was awarded a grant and a friend, who is worse off than me, was refused|True
7905A|I felt...when my kitten was sick and I had to clean it up.|WRITER|disgust|my kitten was sick and I had to clean it up|True
7905B|I felt...when my kitten was sick and I had to clean it up.|WRITER|sadness|my kitten was sick and I had to clean it up|True
7905C|I felt...when my kitten was sick and I had to clean it up.|WRITER|disgust|I had to clean it up.|True
7905D|I felt...when my kitten was sick and I had to clean it up.|WRITER|disgust|my kitten was sick and I had to clean it up|True
7799A|I felt ... when I went into an unclean toilet. It was not fit for use and I walked out again.|WRITER|disgust|I went into an unclean toilet|True
7799B|I felt ... when I went into an unclean toilet. It was not fit for use and I walked out again.|WRITER|disgust|I went into an unclean toilet|True
7799C|I felt ... when I went into an unclean toilet. It was not fit for use and I walked out again.|WRITER|disgust|I went into an unclean toilet.|True
7799D|I felt ... when I went into an unclean toilet. It was not fit for use and I walked out again.|WRITER|disgust|I went into an unclean toilet|True
7925A|I felt...when our kitten escaped in the late evening and we thought he was lost.|we|fear|our kitten escaped|True
7925B|I felt...when our kitten escaped in the late evening and we thought he was lost.|we|sadness|when our kitten escaped in the late evening|True
7925C|I felt...when our kitten escaped in the late evening and we thought he was lost.|our|fear|our kitten escaped|True
7925D|I felt...when our kitten escaped in the late evening and we thought he was lost.|WRITER|sadness|our kitten escaped in the late evening and we thought he was lost|True
7681A|I felt ... after the birth of my first grandchild.|WRITER|joy|the birth of my first grandchild|True
7681B|I felt ... after the birth of my first grandchild.|WRITER|joy|after the birth of my first grandchild|True
7681C|I felt ... after the birth of my first grandchild.|WRITER|joy|the birth of my first grandchild.|True
7681D|I felt ... after the birth of my first grandchild.|WRITER|joy|the birth of my first grandchild|True
8408A|I felt ... when I watched videos of how some people treat animals.|WRITER|anger|how some people treat animals|True
8408B|I felt ... when I watched videos of how some people treat animals.|WRITER|anger|I watched videos of how some people treat animals|True
8408C|I felt ... when I watched videos of how some people treat animals.|WRITER|anger|I watched videos of how some people treat animals.|True
8408D|I felt ... when I watched videos of how some people treat animals.|WRITER|anger|I watched videos of how some people treat animals|True
7710A|I felt ... when I got a new job.|WRITER|joy|I got a new job|True
7710B|I felt ... when I got a new job.|WRITER|joy|I got a new job|True
7710C|I felt ... when I got a new job.|WRITER|joy|I got a new job.|True
7710D|I felt ... when I got a new job.|WRITER|joy|I got a new job|True
7592A|I felt ... when I lost a necklace that a friend had lent to me. It has sentimental value to her and I felt very ... for not taking more care of it.|a friend|sadness|I lost a necklace that a friend had lent to me|True
7592B|I felt ... when I lost a necklace that a friend had lent to me. It has sentimental value to her and I felt very ... for not taking more care of it.|a friend|sadness|I lost a necklace that a friend had lent to me|True
7592C|I felt ... when I lost a necklace that a friend had lent to me. It has sentimental value to her and I felt very ... for not taking more care of it.|a friend|sadness|I lost a necklace|True
7592D|I felt ... when I lost a necklace that a friend had lent to me. It has sentimental value to her and I felt very ... for not taking more care of it.|a friend|sadness|I lost a necklace that a friend had lent to me|True
7859A|I felt ... when someone overtook my car on a blind bend and nearly caused an accident.|someone|fear|someone overtook my car on a blind bend and nearly caused an accident|True
7859A|I felt ... when someone overtook my car on a blind bend and nearly caused an accident.|WRITER|fear|someone overtook my car on a blind bend and nearly caused an accident|True
7859B|I felt ... when someone overtook my car on a blind bend and nearly caused an accident.|WRITER|anger|someone overtook my car on a blind bend and nearly caused an accident|True
7859C|I felt ... when someone overtook my car on a blind bend and nearly caused an accident.|someone|surprise|someone overtook my car on a blind bend|True
7859C|I felt ... when someone overtook my car on a blind bend and nearly caused an accident.|WRITER|fear|someone overtook my car on a blind bend|True
7859D|I felt ... when someone overtook my car on a blind bend and nearly caused an accident.|WRITER|fear|someone overtook my car on a blind bend and nearly caused an accident|True
7859D|I felt ... when someone overtook my car on a blind bend and nearly caused an accident.|someone|fear|someone overtook my car on a blind bend and nearly caused an accident|True
8337A|I felt...when cleaning the rubbish from mum's cousin's front garden after passing people had thrown it in.|WRITER|disgust|cleaning the rubbish from mum's cousin's front garden|True
8337B|I felt...when cleaning the rubbish from mum's cousin's front garden after passing people had thrown it in.|WRITER|disgust|cleaning the rubbish from mum's cousin's front garden|True
8337C|I felt...when cleaning the rubbish from mum's cousin's front garden after passing people had thrown it in.|mum's cousin|anger|cleaning the rubbish from mum's cousin's front garden|True
8337C|I felt...when cleaning the rubbish from mum's cousin's front garden after passing people had thrown it in.|WRITER|anger|cleaning the rubbish from mum's cousin's front garden|True
8337D|I felt...when cleaning the rubbish from mum's cousin's front garden after passing people had thrown it in.|WRITER|anger|cleaning the rubbish from mum's cousin's front garden after passing people had thrown it in|True
7588A|I felt ... when I heard that my friend had given birth to twins and that mother and babies were doing well.|my friend|joy|my friend had given birth to twins|True
7588A|I felt ... when I heard that my friend had given birth to twins and that mother and babies were doing well.|WRITER|joy|my friend had given birth to twins|True
7588B|I felt ... when I heard that my friend had given birth to twins and that mother and babies were doing well.|WRITER|joy|I heard that my friend had given birth to twins|True
7588C|I felt ... when I heard that my friend had given birth to twins and that mother and babies were doing well.|WRITER|joy|my friend had given birth to twins|True
7588C|I felt ... when I heard that my friend had given birth to twins and that mother and babies were doing well.|my friend|joy|my friend had given birth to twins|True
7588C|I felt ... when I heard that my friend had given birth to twins and that mother and babies were doing well.|mother and babies|joy|my friend had given birth to twins|True
7588D|I felt ... when I heard that my friend had given birth to twins and that mother and babies were doing well.|mother|joy|I heard that my friend had given birth to twins and that mother and babies were doing well|True
7588D|I felt ... when I heard that my friend had given birth to twins and that mother and babies were doing well.|WRITER|joy|I heard that my friend had given birth to twins and that mother and babies were doing well|True
7588D|I felt ... when I heard that my friend had given birth to twins and that mother and babies were doing well.|my friend|joy|I heard that my friend had given birth to twins and that mother and babies were doing well|True
8407A|I felt...because Swagbucks didn't pay out a questionnaire that I’d followed all the instructions for.|WRITER|sadness|Swagbucks didn't pay out a questionnaire that I’d followed all the instructions for|True
8407B|I felt...because Swagbucks didn't pay out a questionnaire that I’d followed all the instructions for.|WRITER|anger|Swagbucks didn't pay out a questionnaire that I’d followed all the instructions for|True
8407C|I felt...because Swagbucks didn't pay out a questionnaire that I’d followed all the instructions for.|WRITER|anger|Swagbucks didn't pay out a questionnaire|True
8407D|I felt...because Swagbucks didn't pay out a questionnaire that I’d followed all the instructions for.|WRITER|anger|Swagbucks didn't pay out a questionnaire that I’d followed all the instructions for|True
7673A|I felt ... because I cheated on my husband.|my husband|sadness|I cheated on my husband|True
7673B|I felt ... because I cheated on my husband.|my husband|anger|I cheated on my husband|True
7673C|I felt ... because I cheated on my husband.|my husband|anger|I cheated on my husband.|True
7673D|I felt ... because I cheated on my husband.|my husband|anger|I cheated on my husband|True
989A|My husband had gone to drive a strange, broken car.  At the agreed time, he had not returned, and I feared that he had had an accident.|WRITER|fear|I feared that he had had an accident|True
989B|My husband had gone to drive a strange, broken car.  At the agreed time, he had not returned, and I feared that he had had an accident.|WRITER|fear|At the agreed time, he had not returned, and I feared that he had had an accident|True
989C|My husband had gone to drive a strange, broken car.  At the agreed time, he had not returned, and I feared that he had had an accident.|WRITER|fear|At the agreed time, he had not returned, and I feared that he had had an accident.|True
989D|My husband had gone to drive a strange, broken car.  At the agreed time, he had not returned, and I feared that he had had an accident.|My husband|joy|My husband had gone to drive a strange, broken car|True
989D|My husband had gone to drive a strange, broken car.  At the agreed time, he had not returned, and I feared that he had had an accident.|WRITER|fear|I feared that he had had an accident|True
8309A|I felt...when the swagbucks site was taking forever to access. It’s been a pain to use all day. It's not other ones it's swagbucks. Either they haven't enough bandwidth because they're cheap or they're being odd, either way its pissing me off.|WRITER|anger|the swagbucks site was taking forever to access|True
8309B|I felt...when the swagbucks site was taking forever to access. It’s been a pain to use all day. It's not other ones it's swagbucks. Either they haven't enough bandwidth because they're cheap or they're being odd, either way its pissing me off.|WRITER|anger|when the swagbucks site was taking forever to access|True
8309C|I felt...when the swagbucks site was taking forever to access. It’s been a pain to use all day. It's not other ones it's swagbucks. Either they haven't enough bandwidth because they're cheap or they're being odd, either way its pissing me off.|WRITER|anger|the swagbucks site was taking forever to access.|True
8309D|I felt...when the swagbucks site was taking forever to access. It’s been a pain to use all day. It's not other ones it's swagbucks. Either they haven't enough bandwidth because they're cheap or they're being odd, either way its pissing me off.|WRITER|anger|the swagbucks site was taking forever to access|True
7535A|I felt ... driving through my nearest city late one Saturday night and seeing groups of young males vomiting and urinating in various shop doorways.|WRITER|disgust|groups of young males vomiting and urinating in various shop doorways|True
7535B|I felt ... driving through my nearest city late one Saturday night and seeing groups of young males vomiting and urinating in various shop doorways.|WRITER|anger|seeing groups of young males vomiting and urinating in various shop doorways|True
7535C|I felt ... driving through my nearest city late one Saturday night and seeing groups of young males vomiting and urinating in various shop doorways.|WRITER|anger|seeing groups of young males vomiting and urinating in various shop doorways.|True
7535C|I felt ... driving through my nearest city late one Saturday night and seeing groups of young males vomiting and urinating in various shop doorways.|groups of young males|joy|seeing groups of young males vomiting and urinating in various shop doorways.|True
7535D|I felt ... driving through my nearest city late one Saturday night and seeing groups of young males vomiting and urinating in various shop doorways.|WRITER|disgust|seeing groups of young males vomiting and urinating in various shop doorways|True
7702B|I felt ... that I failed to pay back a loan from my parents, preferring to assume it had been forgotten about rather than reminded them of the subject when the opportunity arose.|my parents|anger|I failed to pay back a loan from my parents|True
7702D|I felt ... that I failed to pay back a loan from my parents, preferring to assume it had been forgotten about rather than reminded them of the subject when the opportunity arose.|my parents|sadness|I failed to pay back a loan from my parents|True
8416D|I felt...when the cost of a reunion meal with an old friend was spilt fifty-fifty, even though I'm sure I earn substantially more than him these days.|an old friend|joy|the cost of a reunion meal with an old friend was spilt fifty-fifty, even though I'm sure I earn substantially more than him these days|True
7637A|I felt ... when I was in school and myself and some friends were playing outside. The ball we were playing with went through the school window and smashed it. We were brought in front of the school principal where he proceeded to chastise us.|the school principal|anger|The ball we were playing with went through the school window and smashed it|True
7637B|I felt ... when I was in school and myself and some friends were playing outside. The ball we were playing with went through the school window and smashed it. We were brought in front of the school principal where he proceeded to chastise us.|the school principal|anger|The ball we were playing with went through the school window and smashed it|True
7637C|I felt ... when I was in school and myself and some friends were playing outside. The ball we were playing with went through the school window and smashed it. We were brought in front of the school principal where he proceeded to chastise us.|the school principal|anger|We were brought in front of the school principal where he proceeded to chastise us.|True
7637D|I felt ... when I was in school and myself and some friends were playing outside. The ball we were playing with went through the school window and smashed it. We were brought in front of the school principal where he proceeded to chastise us.|the school principal|anger|The ball we were playing with went through the school window and smashed it|True
8313A|I felt...when we were charged by a care home for the three months after my father had died, even though we had emptied his room the day after his death.|we|anger|we were charged by a care home for the three months after my father had died, even though we had emptied his room the day after his death|True
8313B|I felt...when we were charged by a care home for the three months after my father had died, even though we had emptied his room the day after his death.|WRITER|anger|we were charged by a care home for the three months after my father had died|True
8313C|I felt...when we were charged by a care home for the three months after my father had died, even though we had emptied his room the day after his death.|WRITER|anger|we were charged by a care home for the three months after my father had died,|True
8313D|I felt...when we were charged by a care home for the three months after my father had died, even though we had emptied his room the day after his death.|WRITER|anger|we were charged by a care home for the three months after my father had died|True
8126A|I felt...when I was walking in a large city at night on my own.|WRITER|joy|I was walking in a large city at night on my own|True
8126B|I felt...when I was walking in a large city at night on my own.|WRITER|fear|walking in a large city at night on my own|True
8126C|I felt...when I was walking in a large city at night on my own.|WRITER|fear|I was walking in a large city at night on my own.|True
8126D|I felt...when I was walking in a large city at night on my own.|WRITER|fear|I was walking in a large city at night on my own|True
7821A|I feel ... when I see how some people live on television.|WRITER|surprise|how some people live|True
7821B|I feel ... when I see how some people live on television.|WRITER|sadness|when I see how some people live|True
7821B|I feel ... when I see how some people live on television.|some people|sadness|when I see how some people live|True
7821C|I feel ... when I see how some people live on television.|WRITER|anger|I see how some people live on television.|True
7821D|I feel ... when I see how some people live on television.|WRITER|anger|when I see how some people live on television|True
8357A|I felt...towards my friend because he stole my book.|WRITER|anger|he stole my book|True
8357B|I felt...towards my friend because he stole my book.|WRITER|anger|towards my friend because he stole my book|True
8357C|I felt...towards my friend because he stole my book.|WRITER|anger|he stole my book.|True
8357D|I felt...towards my friend because he stole my book.|WRITER|anger|my friend because he stole my book|True
7899A|I felt ... when I found out one of my favourite shops had shut down.|WRITER|sadness|one of my favourite shops had shut down|True
7899B|I felt ... when I found out one of my favourite shops had shut down.|WRITER|sadness|I found out one of my favourite shops had shut down|True
7899D|I felt ... when I found out one of my favourite shops had shut down.|WRITER|sadness|I found out one of my favourite shops had shut down|True
7750A|I felt ... when we were making a long journey and my husband, who was driving, failed to see a lorry pulling out in front of us. I yelled and he acted, which saved us, but I still was ...|my husband|fear|my husband, who was driving, failed to see a lorry pulling out in front of us|True
7750A|I felt ... when we were making a long journey and my husband, who was driving, failed to see a lorry pulling out in front of us. I yelled and he acted, which saved us, but I still was ...|WRITER|fear|my husband, who was driving, failed to see a lorry pulling out in front of us|True
7750B|I felt ... when we were making a long journey and my husband, who was driving, failed to see a lorry pulling out in front of us. I yelled and he acted, which saved us, but I still was ...|WRITER|fear|my husband, who was driving, failed to see a lorry pulling out in front of us|True
7750C|I felt ... when we were making a long journey and my husband, who was driving, failed to see a lorry pulling out in front of us. I yelled and he acted, which saved us, but I still was ...|WRITER|fear|my husband, who was driving, failed to see a lorry pulling out in front of us. I yelled and he acted, which saved us|True
7750C|I felt ... when we were making a long journey and my husband, who was driving, failed to see a lorry pulling out in front of us. I yelled and he acted, which saved us, but I still was ...|my husband|fear|my husband, who was driving, failed to see a lorry pulling out in front of us. I yelled and he acted, which saved us|True
7750D|I felt ... when we were making a long journey and my husband, who was driving, failed to see a lorry pulling out in front of us. I yelled and he acted, which saved us, but I still was ...|my husband|fear|my husband, who was driving, failed to see a lorry pulling out in front of us|True
7750D|I felt ... when we were making a long journey and my husband, who was driving, failed to see a lorry pulling out in front of us. I yelled and he acted, which saved us, but I still was ...|WRITER|fear|my husband, who was driving, failed to see a lorry pulling out in front of us|True
7445C|There were old people in a crowded bus and I did not have the courage to give them my seat.  I closed my eyes to sleep and then opened my book to read.  In my heart I wanted to give them the seat.|old people in a crowded bus|disgust|There were old people in a crowded bus and I did not have the courage to give them my seat|True
8295A|I felt...when I was watching a horror movie but my wife made me feel...me by saying that watching a horror movie attracts satanic possession. And I felt serious...because of that.|WRITER|fear|by saying that watching a horror movie attracts satanic possession|True
8295B|I felt...when I was watching a horror movie but my wife made me feel...me by saying that watching a horror movie attracts satanic possession. And I felt serious...because of that.|WRITER|anger|I was watching a horror movie but my wife made me feel...me by saying that watching a horror movie attracts satanic possession|True
8295C|I felt...when I was watching a horror movie but my wife made me feel...me by saying that watching a horror movie attracts satanic possession. And I felt serious...because of that.|my wife|joy|my wife made me feel...me by saying that watching a horror movie attracts satanic possession.|True
8295C|I felt...when I was watching a horror movie but my wife made me feel...me by saying that watching a horror movie attracts satanic possession. And I felt serious...because of that.|WRITER|fear|my wife made me feel...me by saying that watching a horror movie attracts satanic possession.|True
8295D|I felt...when I was watching a horror movie but my wife made me feel...me by saying that watching a horror movie attracts satanic possession. And I felt serious...because of that.|WRITER|fear|my wife made me feel...me by saying that watching a horror movie attracts satanic possession|True
7739A|I felt ... when my grandparent died. It was very unexpected and although we were not close, it came as a shock.|WRITER|sadness|my grandparent died|True
7739B|I felt ... when my grandparent died. It was very unexpected and although we were not close, it came as a shock.|WRITER|sadness|my grandparent died|True
7739C|I felt ... when my grandparent died. It was very unexpected and although we were not close, it came as a shock.|WRITER|sadness|my grandparent died.|True
7739D|I felt ... when my grandparent died. It was very unexpected and although we were not close, it came as a shock.|WRITER|sadness|my grandparent died|True
8034A|I felt...when I was abseiling down a cliff-face.|WRITER|fear|I was abseiling down a cliff-face|True
8034B|I felt...when I was abseiling down a cliff-face.|WRITER|fear|I was abseiling down a cliff-face|True
8034C|I felt...when I was abseiling down a cliff-face.|WRITER|fear|I was abseiling down a cliff-face.|True
8034D|I felt...when I was abseiling down a cliff-face.|WRITER|fear|I was abseiling down a cliff-face|True
7929A|I felt...when I saw a bag full of moulded bananas on my kitchen counter. I felt...because I’d already cleaned the space and somehow missed them, so I had to clean it all again.|WRITER|disgust|I saw a bag full of moulded bananas on my kitchen counter|True
7929B|I felt...when I saw a bag full of moulded bananas on my kitchen counter. I felt...because I’d already cleaned the space and somehow missed them, so I had to clean it all again.|WRITER|disgust|I saw a bag full of moulded bananas on my kitchen counter|True
7929C|I felt...when I saw a bag full of moulded bananas on my kitchen counter. I felt...because I’d already cleaned the space and somehow missed them, so I had to clean it all again.|WRITER|anger|I’d already cleaned the space and somehow missed them,|True
7929D|I felt...when I saw a bag full of moulded bananas on my kitchen counter. I felt...because I’d already cleaned the space and somehow missed them, so I had to clean it all again.|WRITER|disgust|I saw a bag full of moulded bananas on my kitchen counter|True
8462A|I felt ... when I couldn't find anyone to allow me to swap in with me on the hockey field. I was not good at team sports, always picked last, and the teacher had told me to swap in with someone, but everyone refused as they wanted a decent game.|WRITER|sadness|I couldn't find anyone to allow me to swap in with me on the hockey field.|True
8462C|I felt ... when I couldn't find anyone to allow me to swap in with me on the hockey field. I was not good at team sports, always picked last, and the teacher had told me to swap in with someone, but everyone refused as they wanted a decent game.|WRITER|sadness|I couldn't find anyone to allow me to swap in with me on the hockey field.|True
